"","SiteCode","Species","Length_mm","Wt_g","logW","logL","Date","HUC12Watershed"
"128","EC0-SF","Tessellated Darter",47,0.9,-0.045757491,1.672097858,"6/7/2022","020503010201 Elk Creek"
"129","EC0-SF","Tessellated Darter",47,0.8,-0.096910013,1.672097858,"6/7/2022","020503010201 Elk Creek"
"130","EC0-SF","Tessellated Darter",40,0.6,-0.22184875,1.602059991,"6/7/2022","020503010201 Elk Creek"
"131","EC0-SF","Tessellated Darter",70,2.6,0.414973348,1.84509804,"6/7/2022","020503010201 Elk Creek"
"132","Lloyd.Pine","Tessellated Darter",59,1.8,0.255272505,1.770852012,"7/11/2023","020502050601 Trout Run-Pine Creek"
"133","LR0-FM-M","Tessellated Darter",62,2.22,0.346352974,1.792391689,"6/11/2024","020502061204 Limestone Run"
"134","LR0-FM-M","Tessellated Darter",67,2.61,0.416640507,1.826074803,"6/11/2024","020502061204 Limestone Run"
"135","LR0-FM-M","Tessellated Darter",49,1.02,0.008600172,1.69019608,"6/11/2024","020502061204 Limestone Run"
"136","LR0-FM-M","Tessellated Darter",51,1.29,0.11058971,1.707570176,"6/11/2024","020502061204 Limestone Run"
"137","LR0-FM-M","Tessellated Darter",53,1.51,0.178976947,1.72427587,"6/11/2024","020502061204 Limestone Run"
"138","LR0-FM-M","Tessellated Darter",83,4.09,0.611723308,1.919078092,"6/11/2024","020502061204 Limestone Run"
"139","LR0-FM-M","Tessellated Darter",79,4.23,0.626340367,1.897627091,"6/11/2024","020502061204 Limestone Run"
"140","LR0-FM-M","Tessellated Darter",53,1.34,0.127104798,1.72427587,"6/11/2024","020502061204 Limestone Run"
"141","LR0-FM-M","Tessellated Darter",51,1.12,0.049218023,1.707570176,"6/11/2024","020502061204 Limestone Run"
"142","LR0-FM-M","Tessellated Darter",47,0.52,-0.283996656,1.672097858,"6/11/2024","020502061204 Limestone Run"
"143","LR0-FM-M","Tessellated Darter",50,1.21,0.08278537,1.698970004,"6/11/2024","020502061204 Limestone Run"
"144","LR0-FM-M","Tessellated Darter",46,0.79,-0.102372909,1.662757832,"6/11/2024","020502061204 Limestone Run"
"145","LR0-FM-M","Tessellated Darter",66,3.02,0.480006943,1.819543936,"6/11/2024","020502061204 Limestone Run"
"146","LR0-FM-M","Tessellated Darter",62,2.11,0.324282455,1.792391689,"6/11/2024","020502061204 Limestone Run"
"147","LR0-FM-M","Tessellated Darter",42,0.69,-0.161150909,1.62324929,"6/11/2024","020502061204 Limestone Run"
"148","LR0-FM-M","Tessellated Darter",51,1.16,0.064457989,1.707570176,"6/11/2024","020502061204 Limestone Run"
"149","LR0-FM-M","Tessellated Darter",54,1.36,0.133538908,1.73239376,"6/11/2024","020502061204 Limestone Run"
"150","LR0-FM-M","Tessellated Darter",57,1.6,0.204119983,1.755874856,"6/11/2024","020502061204 Limestone Run"
"151","LR0-PF","Tessellated Darter",46,1.04,0.017033339,1.662757832,"6/17/2024","020502061204 Limestone Run"
"152","LR0-PF","Tessellated Darter",59,1.45,0.161368002,1.770852012,"6/17/2024","020502061204 Limestone Run"
"153","LR0-PF","Tessellated Darter",55,1.45,0.161368002,1.740362689,"6/17/2024","020502061204 Limestone Run"
"154","LR0-PF","Tessellated Darter",61,2,0.301029996,1.785329835,"6/17/2024","020502061204 Limestone Run"
"155","LR0-PF","Tessellated Darter",56,1.95,0.290034611,1.748188027,"6/17/2024","020502061204 Limestone Run"
"156","LR0-PF","Tessellated Darter",56,1.97,0.294466226,1.748188027,"6/17/2024","020502061204 Limestone Run"
"157","LR0-PF","Tessellated Darter",62,2.01,0.303196057,1.792391689,"6/17/2024","020502061204 Limestone Run"
"158","LR0-PF","Tessellated Darter",65,2.99,0.475671188,1.812913357,"6/17/2024","020502061204 Limestone Run"
"159","LR0-PF","Tessellated Darter",71,3.43,0.53529412,1.851258349,"6/17/2024","020502061204 Limestone Run"
"160","LR0-PF","Tessellated Darter",63,3.17,0.501059262,1.799340549,"6/17/2024","020502061204 Limestone Run"
"161","LR0-PF","Tessellated Darter",50,1.06,0.025305865,1.698970004,"6/17/2024","020502061204 Limestone Run"
"162","LR0-PF","Tessellated Darter",65,2.98,0.474216264,1.812913357,"6/17/2024","020502061204 Limestone Run"
"163","LR0-PF","Tessellated Darter",76,4.55,0.658011397,1.880813592,"6/17/2024","020502061204 Limestone Run"
"164","LR0-PF","Tessellated Darter",56,1.76,0.245512668,1.748188027,"6/17/2024","020502061204 Limestone Run"
"165","LR0-PF","Tessellated Darter",57,1.8,0.255272505,1.755874856,"6/17/2024","020502061204 Limestone Run"
"166","LR0-PF","Tessellated Darter",65,3.68,0.565847819,1.812913357,"6/17/2024","020502061204 Limestone Run"
"167","LR0-PF","Tessellated Darter",66,2.63,0.419955748,1.819543936,"6/17/2024","020502061204 Limestone Run"
"168","LR0-PF","Tessellated Darter",62,2.2,0.342422681,1.792391689,"6/17/2024","020502061204 Limestone Run"
"169","LR0-PF","Tessellated Darter",62,2.34,0.369215857,1.792391689,"6/17/2024","020502061204 Limestone Run"
"170","LR0-PF","Tessellated Darter",64,2.9,0.462397998,1.806179974,"6/17/2024","020502061204 Limestone Run"
"171","LR0-PF","Tessellated Darter",55,1.84,0.264817823,1.740362689,"6/17/2024","020502061204 Limestone Run"
"172","LR0-PF","Tessellated Darter",62,2.31,0.36361198,1.792391689,"6/17/2024","020502061204 Limestone Run"
"173","LR0-PF","Tessellated Darter",68,3.61,0.557507202,1.832508913,"6/17/2024","020502061204 Limestone Run"
"174","LR0-PF","Tessellated Darter",56,1.94,0.28780173,1.748188027,"6/17/2024","020502061204 Limestone Run"
"175","LR0-PF","Tessellated Darter",56,2.08,0.318063335,1.748188027,"6/17/2024","020502061204 Limestone Run"
"176","LR0-PF","Tessellated Darter",74,3.87,0.587710965,1.86923172,"6/17/2024","020502061204 Limestone Run"
"177","LR0-PF","Tessellated Darter",54,1.68,0.225309282,1.73239376,"6/17/2024","020502061204 Limestone Run"
"178","LR0-PF","Tessellated Darter",58,1.91,0.281033367,1.763427994,"6/17/2024","020502061204 Limestone Run"
"179","LR0-PF","Tessellated Darter",60,2.39,0.378397901,1.77815125,"6/17/2024","020502061204 Limestone Run"
"180","LR0-PF","Tessellated Darter",64,3.18,0.50242712,1.806179974,"6/17/2024","020502061204 Limestone Run"
"181","LR0-SM","Tessellated Darter",39,0.57,-0.244125144,1.591064607,"6/11/2024","020502061204 Limestone Run"
"182","LR0-SM","Tessellated Darter",57,2.06,0.31386722,1.755874856,"6/11/2024","020502061204 Limestone Run"
"183","LR0-SM","Tessellated Darter",55,1.8,0.255272505,1.740362689,"6/11/2024","020502061204 Limestone Run"
"184","LR0-SM","Tessellated Darter",52,1.52,0.181843588,1.716003344,"6/11/2024","020502061204 Limestone Run"
"185","LR0-SM","Tessellated Darter",72,3.38,0.5289167,1.857332496,"6/11/2024","020502061204 Limestone Run"
"186","LR0-SM","Tessellated Darter",49,1.26,0.100370545,1.69019608,"6/11/2024","020502061204 Limestone Run"
"187","LR0-SM","Tessellated Darter",62,2.18,0.338456494,1.792391689,"6/11/2024","020502061204 Limestone Run"
"188","LR0-SM","Tessellated Darter",63,2.09,0.320146286,1.799340549,"6/11/2024","020502061204 Limestone Run"
"189","LR0-SM","Tessellated Darter",62,2.33,0.367355921,1.792391689,"6/11/2024","020502061204 Limestone Run"
"190","LR0-SM","Tessellated Darter",33,0.35,-0.455931956,1.51851394,"6/11/2024","020502061204 Limestone Run"
"191","LR0-SM","Tessellated Darter",58,2.16,0.334453751,1.763427994,"6/11/2024","020502061204 Limestone Run"
"192","LR0-SM","Tessellated Darter",65,2.77,0.442479769,1.812913357,"6/11/2024","020502061204 Limestone Run"
"193","LR0-SM","Tessellated Darter",47,1.83,0.26245109,1.672097858,"6/11/2024","020502061204 Limestone Run"
"194","LR0-SM","Tessellated Darter",55,1.62,0.209515015,1.740362689,"6/11/2024","020502061204 Limestone Run"
"195","LR0-SM","Tessellated Darter",40,0.63,-0.200659451,1.602059991,"6/11/2024","020502061204 Limestone Run"
"196","LR0-SM","Tessellated Darter",83,5.41,0.733197265,1.919078092,"6/11/2024","020502061204 Limestone Run"
"197","LR0-SM","Tessellated Darter",46,0.9,-0.045757491,1.662757832,"6/11/2024","020502061204 Limestone Run"
"198","LR0-SM","Tessellated Darter",38,0.54,-0.26760624,1.579783597,"6/11/2024","020502061204 Limestone Run"
"199","LR0-SM","Tessellated Darter",61,1.74,0.240549248,1.785329835,"6/11/2024","020502061204 Limestone Run"
"200","LR0-SM","Tessellated Darter",56,1.95,0.290034611,1.748188027,"6/11/2024","020502061204 Limestone Run"
"201","LR0-SM","Tessellated Darter",68,2.6,0.414973348,1.832508913,"6/11/2024","020502061204 Limestone Run"
"202","LR0-SM","Tessellated Darter",51,1.21,0.08278537,1.707570176,"6/11/2024","020502061204 Limestone Run"
"203","LR0-SM","Tessellated Darter",40,0.71,-0.148741651,1.602059991,"6/11/2024","020502061204 Limestone Run"
"204","LR0-SM","Tessellated Darter",71,3.32,0.521138084,1.851258349,"6/11/2024","020502061204 Limestone Run"
"205","LR0-SM","Tessellated Darter",79,5.06,0.704150517,1.897627091,"6/11/2024","020502061204 Limestone Run"
"206","LR0-SM","Tessellated Darter",82,4.35,0.638489257,1.913813852,"6/11/2024","020502061204 Limestone Run"
"207","LR0-SM","Tessellated Darter",51,1.29,0.11058971,1.707570176,"6/11/2024","020502061204 Limestone Run"
"208","LR0-SM","Tessellated Darter",55,1.24,0.093421685,1.740362689,"6/11/2024","020502061204 Limestone Run"
"209","LR0-SM","Tessellated Darter",46,0.88,-0.055517328,1.662757832,"6/11/2024","020502061204 Limestone Run"
"210","LR0-SM","Tessellated Darter",40,0.57,-0.244125144,1.602059991,"6/11/2024","020502061204 Limestone Run"
"211","LR0-SR","Tessellated Darter",70,3.12,0.494154594,1.84509804,"6/10/2024","020502061204 Limestone Run"
"212","LR0-SR","Tessellated Darter",77,4,0.602059991,1.886490725,"6/10/2024","020502061204 Limestone Run"
"213","LR0-SR","Tessellated Darter",51,1.45,0.161368002,1.707570176,"6/10/2024","020502061204 Limestone Run"
"214","LR0-SR","Tessellated Darter",73,3.72,0.57054294,1.86332286,"6/10/2024","020502061204 Limestone Run"
"215","LR0-SR","Tessellated Darter",58,1.12,0.049218023,1.763427994,"6/10/2024","020502061204 Limestone Run"
"216","LR0-SR","Tessellated Darter",71,3.26,0.5132176,1.851258349,"6/10/2024","020502061204 Limestone Run"
"217","LR0-SR","Tessellated Darter",74,3.34,0.523746467,1.86923172,"6/10/2024","020502061204 Limestone Run"
"218","LR0-SR","Tessellated Darter",57,1.74,0.240549248,1.755874856,"6/10/2024","020502061204 Limestone Run"
"219","LR0-SR","Tessellated Darter",80,3.99,0.600972896,1.903089987,"6/10/2024","020502061204 Limestone Run"
"220","LR0-SR","Tessellated Darter",67,2.99,0.475671188,1.826074803,"6/10/2024","020502061204 Limestone Run"
"221","LR0-SR","Tessellated Darter",70,3.63,0.559906625,1.84509804,"6/10/2024","020502061204 Limestone Run"
"222","LR0-SR","Tessellated Darter",47,1.1,0.041392685,1.672097858,"6/10/2024","020502061204 Limestone Run"
"223","LR0-SR","Tessellated Darter",60,2.23,0.348304863,1.77815125,"6/10/2024","020502061204 Limestone Run"
"224","LR0-SR","Tessellated Darter",65,2.96,0.471291711,1.812913357,"6/10/2024","020502061204 Limestone Run"
"225","LR0-SR","Tessellated Darter",80,4.86,0.686636269,1.903089987,"6/10/2024","020502061204 Limestone Run"
"226","LR0-SR","Tessellated Darter",73,3.54,0.549003262,1.86332286,"6/10/2024","020502061204 Limestone Run"
"227","LR0-SR","Tessellated Darter",81,4.88,0.688419822,1.908485019,"6/10/2024","020502061204 Limestone Run"
"228","LR0-SR","Tessellated Darter",67,2.9,0.462397998,1.826074803,"6/10/2024","020502061204 Limestone Run"
"229","LR0-SR","Tessellated Darter",85,4.92,0.691965103,1.929418926,"6/10/2024","020502061204 Limestone Run"
"230","LR0-SR","Tessellated Darter",44,1.13,0.053078443,1.643452676,"6/10/2024","020502061204 Limestone Run"
"231","LR0-SR","Tessellated Darter",54,1.52,0.181843588,1.73239376,"6/10/2024","020502061204 Limestone Run"
"232","LR0-SR","Tessellated Darter",60,2.13,0.328379603,1.77815125,"6/10/2024","020502061204 Limestone Run"
"233","LR0-SR","Tessellated Darter",59,1.65,0.217483944,1.770852012,"6/10/2024","020502061204 Limestone Run"
"234","LR0-SR","Tessellated Darter",52,1.37,0.136720567,1.716003344,"6/10/2024","020502061204 Limestone Run"
"235","LR0-SR","Tessellated Darter",85,5.39,0.731588765,1.929418926,"6/10/2024","020502061204 Limestone Run"
"236","LR0-SR","Tessellated Darter",79,5.04,0.702430536,1.897627091,"6/10/2024","020502061204 Limestone Run"
"237","LR0-SR","Tessellated Darter",62,2.35,0.371067862,1.792391689,"6/10/2024","020502061204 Limestone Run"
"238","LR0-SR","Tessellated Darter",70,3.03,0.481442629,1.84509804,"6/10/2024","020502061204 Limestone Run"
"239","LS0-RA","Tessellated Darter",52,1.6,0.204119983,1.716003344,"6/1/2022","020503010103 Little Shamokin Creek"
