"","SiteCode","Species","Length_mm","Wt_g","logW","logL","Date","HUC12Watershed"
"149","CR0-SY","Blacknose Dace",71,3.5,0.544068044,1.851258349,"6/5/2023","020502061005 Buffalo Creek"
"150","CR0-SY","Longnose Dace",68,3,0.477121255,1.832508913,"6/5/2023","020502061005 Buffalo Creek"
"151","CR0-SY","Blacknose Dace",44,0.7,-0.15490196,1.643452676,"6/5/2023","020502061005 Buffalo Creek"
"152","CR0-SY","Tessellated Darter",52,1,0,1.716003344,"6/5/2023","020502061005 Buffalo Creek"
"153","CR0-SY","Longnose Dace",68,3.1,0.491361694,1.832508913,"6/5/2023","020502061005 Buffalo Creek"
"154","CR0-SY","Blacknose Dace",65,2.8,0.447158031,1.812913357,"6/5/2023","020502061005 Buffalo Creek"
"155","CR0-SY","Blacknose Dace",39,0.5,-0.301029996,1.591064607,"6/5/2023","020502061005 Buffalo Creek"
"156","CR0-SY","Tessellated Darter",59,1.7,0.230448921,1.770852012,"6/5/2023","020502061005 Buffalo Creek"
"157","CR0-SY","Longnose Dace",91,8.1,0.908485019,1.959041392,"6/5/2023","020502061005 Buffalo Creek"
"158","CR0-SY","Longnose Dace",56,1.7,0.230448921,1.748188027,"6/5/2023","020502061005 Buffalo Creek"
"159","CR0-SY","Longnose Dace",60,2.2,0.342422681,1.77815125,"6/5/2023","020502061005 Buffalo Creek"
"160","CR0-SY","Blacknose Dace",69,1.9,0.278753601,1.838849091,"6/5/2023","020502061005 Buffalo Creek"
"161","CR0-SY","Blacknose Dace",65,2.3,0.361727836,1.812913357,"6/5/2023","020502061005 Buffalo Creek"
"162","CR0-SY","Longnose Dace",73,3.4,0.531478917,1.86332286,"6/5/2023","020502061005 Buffalo Creek"
"163","CR0-SY","Longnose Dace",75,4.4,0.643452676,1.875061263,"6/5/2023","020502061005 Buffalo Creek"
"164","CR0-SY","Longnose Dace",68,3.2,0.505149978,1.832508913,"6/5/2023","020502061005 Buffalo Creek"
"165","CR0-SY","Blacknose Dace",67,2.9,0.462397998,1.826074803,"6/5/2023","020502061005 Buffalo Creek"
"166","CR0-SY","Blacknose Dace",37,0.6,-0.22184875,1.568201724,"6/5/2023","020502061005 Buffalo Creek"
"167","CR0-SY","Longnose Dace",64,2.3,0.361727836,1.806179974,"6/5/2023","020502061005 Buffalo Creek"
"168","CR0-SY","Blacknose Dace",67,2.8,0.447158031,1.826074803,"6/5/2023","020502061005 Buffalo Creek"
"169","CR0-SY","Blacknose Dace",54,1.7,0.230448921,1.73239376,"6/5/2023","020502061005 Buffalo Creek"
"170","CR0-SY","Longnose Dace",61,2.3,0.361727836,1.785329835,"6/5/2023","020502061005 Buffalo Creek"
"171","CR0-SY","Blacknose Dace",35,0.5,-0.301029996,1.544068044,"6/5/2023","020502061005 Buffalo Creek"
"172","CR0-SY","Longnose Dace",59,1.7,0.230448921,1.770852012,"6/5/2023","020502061005 Buffalo Creek"
"173","CR0-SY","Longnose Dace",87,6.7,0.826074803,1.939519253,"6/5/2023","020502061005 Buffalo Creek"
"174","CR0-SY","Tessellated Darter",36,0.4,-0.397940009,1.556302501,"6/5/2023","020502061005 Buffalo Creek"
"175","CR0-SY","Longnose Dace",76,4,0.602059991,1.880813592,"6/5/2023","020502061005 Buffalo Creek"
"176","CR0-SY","Longnose Dace",69,3.2,0.505149978,1.838849091,"6/5/2023","020502061005 Buffalo Creek"
"177","CR0-SY","Longnose Dace",72,3.1,0.491361694,1.857332496,"6/5/2023","020502061005 Buffalo Creek"
"178","CR0-SY","Blacknose Dace",47,0.6,-0.22184875,1.672097858,"6/5/2023","020502061005 Buffalo Creek"
"179","CR0-SY","Blacknose Dace",72,5.9,0.770852012,1.857332496,"6/5/2023","020502061005 Buffalo Creek"
"180","CR0-SY","Blacknose Dace",60,2.4,0.380211242,1.77815125,"6/5/2023","020502061005 Buffalo Creek"
"181","CR0-SY","Longnose Dace",65,2.6,0.414973348,1.812913357,"6/5/2023","020502061005 Buffalo Creek"
"182","CR0-SY","Blacknose Dace",62,2.8,0.447158031,1.792391689,"6/5/2023","020502061005 Buffalo Creek"
"183","CR0-SY","Blacknose Dace",71,3.1,0.491361694,1.851258349,"6/5/2023","020502061005 Buffalo Creek"
"184","CR0-SY","Longnose Dace",65,2.4,0.380211242,1.812913357,"6/5/2023","020502061005 Buffalo Creek"
"185","CR0-SY","Creek Chub",157,48.5,1.685741739,2.195899652,"6/5/2023","020502061005 Buffalo Creek"
"186","CR0-SY","Longnose Dace",66,3.1,0.491361694,1.819543936,"6/5/2023","020502061005 Buffalo Creek"
"187","CR0-SY","Blacknose Dace",45,0.8,-0.096910013,1.653212514,"6/5/2023","020502061005 Buffalo Creek"
"188","Darling.Pine","Blacknose Dace",66,2.6,0.414973348,1.819543936,"7/18/2022","020502050601 Trout Run-Pine Creek"
"189","Darling.Pine","Blacknose Dace",62,2.1,0.322219295,1.792391689,"7/18/2022","020502050601 Trout Run-Pine Creek"
"190","Darling.Pine","Blacknose Dace",69,3,0.477121255,1.838849091,"7/18/2022","020502050601 Trout Run-Pine Creek"
"191","Darling.Pine","Blacknose Dace",68,2.8,0.447158031,1.832508913,"7/18/2022","020502050601 Trout Run-Pine Creek"
"192","Darling.Pine","Blacknose Dace",75,3.5,0.544068044,1.875061263,"7/18/2022","020502050601 Trout Run-Pine Creek"
"193","Darling.Pine","Longnose Dace",71,3,0.477121255,1.851258349,"7/18/2022","020502050601 Trout Run-Pine Creek"
"194","Darling.Pine","Longnose Dace",93,6.9,0.838849091,1.968482949,"7/18/2022","020502050601 Trout Run-Pine Creek"
"195","Darling.Pine","Blacknose Dace",68,2.6,0.414973348,1.832508913,"7/18/2022","020502050601 Trout Run-Pine Creek"
"196","Darling.Pine","Longnose Dace",82,5.5,0.740362689,1.913813852,"7/18/2022","020502050601 Trout Run-Pine Creek"
"197","Darling.Pine","Blacknose Dace",77,4,0.602059991,1.886490725,"7/18/2022","020502050601 Trout Run-Pine Creek"
"198","Darling.Pine","Blacknose Dace",73,3.7,0.568201724,1.86332286,"7/18/2022","020502050601 Trout Run-Pine Creek"
"199","Darling.Pine","Longnose Dace",40,0.5,-0.301029996,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"200","Darling.Pine","Blacknose Dace",65,3,0.477121255,1.812913357,"7/18/2022","020502050601 Trout Run-Pine Creek"
"201","Darling.Pine","Longnose Dace",34,0.3,-0.522878745,1.531478917,"7/18/2022","020502050601 Trout Run-Pine Creek"
"202","Darling.Pine","Longnose Dace",42,0.6,-0.22184875,1.62324929,"7/18/2022","020502050601 Trout Run-Pine Creek"
"203","Darling.Pine","Blacknose Dace",74,3.6,0.556302501,1.86923172,"7/18/2022","020502050601 Trout Run-Pine Creek"
"204","Darling.Pine","Longnose Dace",41,0.5,-0.301029996,1.612783857,"7/18/2022","020502050601 Trout Run-Pine Creek"
"205","Darling.Pine","Longnose Dace",80,3.84,0.584331224,1.903089987,"7/8/2025","020502050601 Trout Run-Pine Creek"
"206","Darling.Pine","Longnose Dace",76,3.48,0.541579244,1.880813592,"7/8/2025","020502050601 Trout Run-Pine Creek"
"207","Darling.Pine","Longnose Dace",77,4.05,0.607455023,1.886490725,"7/8/2025","020502050601 Trout Run-Pine Creek"
"208","Darling.Pine","Longnose Dace",101,9.04,0.95616843,2.004321374,"7/8/2025","020502050601 Trout Run-Pine Creek"
"209","Darling.Pine","Blacknose Dace",70,3.4,0.531478917,1.84509804,"7/18/2022","020502050601 Trout Run-Pine Creek"
"210","Darling.Pine","Longnose Dace",40,0.4,-0.397940009,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"211","Darling.Pine","Blacknose Dace",63,2.32,0.365487985,1.799340549,"7/8/2025","020502050601 Trout Run-Pine Creek"
"212","Darling.Pine","Longnose Dace",76,3.8,0.579783597,1.880813592,"7/8/2025","020502050601 Trout Run-Pine Creek"
"213","Darling.Pine","Blacknose Dace",62,3.64,0.561101384,1.792391689,"7/8/2025","020502050601 Trout Run-Pine Creek"
"214","Darling.Pine","Longnose Dace",39,0.3,-0.522878745,1.591064607,"7/18/2022","020502050601 Trout Run-Pine Creek"
"215","Darling.Pine","Longnose Dace",37,0.4,-0.397940009,1.568201724,"7/18/2022","020502050601 Trout Run-Pine Creek"
"216","Darling.Pine","Longnose Dace",40,0.5,-0.301029996,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"217","Darling.Pine","Blacknose Dace",74,3.8,0.579783597,1.86923172,"7/18/2022","020502050601 Trout Run-Pine Creek"
"218","Darling.Pine","Blacknose Dace",64,2.3,0.361727836,1.806179974,"7/18/2022","020502050601 Trout Run-Pine Creek"
"219","Darling.Pine","Blacknose Dace",62,2,0.301029996,1.792391689,"7/18/2022","020502050601 Trout Run-Pine Creek"
"220","Darling.Pine","Blacknose Dace",44,0.65,-0.187086643,1.643452676,"7/8/2025","020502050601 Trout Run-Pine Creek"
"221","Darling.Pine","Longnose Dace",112,11.77,1.070776463,2.049218023,"7/8/2025","020502050601 Trout Run-Pine Creek"
"222","Darling.Pine","Longnose Dace",106,10.49,1.020775488,2.025305865,"7/8/2025","020502050601 Trout Run-Pine Creek"
"223","Darling.Pine","Longnose Dace",71,3.16,0.499687083,1.851258349,"7/8/2025","020502050601 Trout Run-Pine Creek"
"224","Darling.Pine","Blacknose Dace",66,2.64,0.421603927,1.819543936,"7/8/2025","020502050601 Trout Run-Pine Creek"
"225","Darling.Pine","Blacknose Dace",60,1.75,0.243038049,1.77815125,"7/8/2025","020502050601 Trout Run-Pine Creek"
"226","Darling.Pine","Blacknose Dace",73,3.17,0.501059262,1.86332286,"7/8/2025","020502050601 Trout Run-Pine Creek"
"227","Darling.Pine","Longnose Dace",39,0.4,-0.397940009,1.591064607,"7/18/2022","020502050601 Trout Run-Pine Creek"
"228","Darling.Pine","Tessellated Darter",67,2.7,0.431363764,1.826074803,"7/18/2022","020502050601 Trout Run-Pine Creek"
