"","SiteCode","Species","Length_mm","Wt_g","logW","logL","Date","HUC12Watershed"
"112","EC0-SF","Creek Chub",38,0.6,-0.22184875,1.579783597,"6/7/2022","020503010201 Elk Creek"
"113","EC0-SF","Creek Chub",52,1.6,0.204119983,1.716003344,"6/7/2022","020503010201 Elk Creek"
"114","EC0-SF","Creek Chub",130,28.6,1.456366033,2.113943352,"6/7/2022","020503010201 Elk Creek"
"115","EC0-SF","Creek Chub",74,4.3,0.633468456,1.86923172,"6/7/2022","020503010201 Elk Creek"
"116","EC0-SF","Creek Chub",137,35.8,1.553883027,2.136720567,"6/7/2022","020503010201 Elk Creek"
"117","EC0-SF","Creek Chub",69,3.1,0.491361694,1.838849091,"6/7/2022","020503010201 Elk Creek"
"118","EC0-SF","Creek Chub",76,5.9,0.770852012,1.880813592,"6/7/2022","020503010201 Elk Creek"
"119","EC0-SF","Creek Chub",114,13.3,1.123851641,2.056904851,"6/7/2022","020503010201 Elk Creek"
"120","EC0-SF","Creek Chub",114,19.7,1.294466226,2.056904851,"6/7/2022","020503010201 Elk Creek"
"121","EC0-SF","Creek Chub",125,25.6,1.408239965,2.096910013,"6/7/2022","020503010201 Elk Creek"
"122","EC0-SF","Creek Chub",56,2.6,0.414973348,1.748188027,"6/7/2022","020503010201 Elk Creek"
"123","EC0-SF","Creek Chub",61,2.4,0.380211242,1.785329835,"6/7/2022","020503010201 Elk Creek"
"124","EC0-SF","Creek Chub",42,0.9,-0.045757491,1.62324929,"6/7/2022","020503010201 Elk Creek"
"125","EC0-SF","Creek Chub",30,0.3,-0.522878745,1.477121255,"6/7/2022","020503010201 Elk Creek"
"126","EC0-SF","Creek Chub",36,0.4,-0.397940009,1.556302501,"6/7/2022","020503010201 Elk Creek"
"127","EC0-SF","Creek Chub",122,21.8,1.338456494,2.086359831,"6/7/2022","020503010201 Elk Creek"
"128","EC0-SF","Creek Chub",181,70.1,1.845718018,2.257678575,"6/7/2022","020503010201 Elk Creek"
"129","EC0-SF","Creek Chub",59,2.4,0.380211242,1.770852012,"6/7/2022","020503010201 Elk Creek"
"130","EC0-SF","Creek Chub",54,1.7,0.230448921,1.73239376,"6/7/2022","020503010201 Elk Creek"
"131","EC0-SF","Creek Chub",61,2.7,0.431363764,1.785329835,"6/7/2022","020503010201 Elk Creek"
"132","EC0-SF","Creek Chub",89,7.5,0.875061263,1.949390007,"6/7/2022","020503010201 Elk Creek"
"133","EC0-SF","Creek Chub",91,9.9,0.995635195,1.959041392,"6/7/2022","020503010201 Elk Creek"
"134","EC0-SF","Creek Chub",116,19.2,1.283301229,2.064457989,"6/7/2022","020503010201 Elk Creek"
"135","EC0-SF","Creek Chub",96,11.7,1.068185862,1.982271233,"6/7/2022","020503010201 Elk Creek"
"136","EC0-SF","Creek Chub",67,2.8,0.447158031,1.826074803,"6/7/2022","020503010201 Elk Creek"
"137","FlagMarsh.Pigeon","Creek Chub",126,23.5,1.371067862,2.100370545,"6/29/2023","020502060302 Glass Creek-Loyalsock Creek"
"138","FlagMarsh.Pigeon","Creek Chub",76,4.4,0.643452676,1.880813592,"6/29/2023","020502060302 Glass Creek-Loyalsock Creek"
"139","FlagMarsh.Pigeon","Creek Chub",79,5,0.698970004,1.897627091,"6/29/2023","020502060302 Glass Creek-Loyalsock Creek"
"140","FlagMarsh.Pigeon","Creek Chub",51,1.2,0.079181246,1.707570176,"6/29/2023","020502060302 Glass Creek-Loyalsock Creek"
"141","FlagMarsh.Pigeon","Creek Chub",68,3.2,0.505149978,1.832508913,"6/29/2023","020502060302 Glass Creek-Loyalsock Creek"
"142","FlagMarsh.Pigeon","Creek Chub",99,8.6,0.934498451,1.995635195,"6/29/2023","020502060302 Glass Creek-Loyalsock Creek"
"143","Glass.Loyalsock","Creek Chub",68,3.3,0.51851394,1.832508913,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"144","Glass.Loyalsock","Creek Chub",71,3.5,0.544068044,1.851258349,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"145","Glass.Loyalsock","Creek Chub",76,4.4,0.643452676,1.880813592,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"146","Glass.Loyalsock","Creek Chub",103,8.5,0.929418926,2.012837225,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"147","Glass.Loyalsock","Creek Chub",67,2.9,0.462397998,1.826074803,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"148","Glass.Loyalsock","Creek Chub",90,6.2,0.792391689,1.954242509,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"149","Glass.Loyalsock","Creek Chub",66,2.5,0.397940009,1.819543936,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"150","Glass.Loyalsock","Creek Chub",30,3,0.477121255,1.477121255,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"151","Glass.Loyalsock","Creek Chub",66,3.6,0.556302501,1.819543936,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"152","Glass.Loyalsock","Creek Chub",60,2.2,0.342422681,1.77815125,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"153","Glass.Loyalsock","Creek Chub",85,5.9,0.770852012,1.929418926,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"154","Glass.Loyalsock","Creek Chub",78,4.9,0.69019608,1.892094603,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"155","Glass.Loyalsock","Creek Chub",67,2.4,0.380211242,1.826074803,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"156","Glass.Loyalsock","Creek Chub",74,3.8,0.579783597,1.86923172,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"157","Glass.Loyalsock","Creek Chub",71,2.9,0.462397998,1.851258349,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"158","Glass.Loyalsock","Creek Chub",75,4.1,0.612783857,1.875061263,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"159","Glass.Loyalsock","Creek Chub",75,3.9,0.591064607,1.875061263,"6/29/2022","020502060302 Glass Creek-Loyalsock Creek"
"160","Glass.Loyalsock","Creek Chub",89,7.56,0.878521796,1.949390007,"6/25/2025","020502060302 Glass Creek-Loyalsock Creek"
"161","Glass.Loyalsock","Creek Chub",89,7.27,0.861534411,1.949390007,"6/25/2025","020502060302 Glass Creek-Loyalsock Creek"
"162","Glass.Loyalsock","Creek Chub",70,3.79,0.57863921,1.84509804,"6/25/2025","020502060302 Glass Creek-Loyalsock Creek"
"163","Hammersley.Kettle","Creek Chub",99,8.04,0.905256049,1.995635195,"7/15/2025","020502030104 Hammersley Fork"
"164","Hammersley.Kettle","Creek Chub",109,13.7,1.136720567,2.037426498,"7/11/2022","020502030104 Hammersley Fork"
"165","Hammersley.Kettle","Creek Chub",61,1.96,0.292256071,1.785329835,"7/15/2025","020502030104 Hammersley Fork"
"166","Hammersley.Kettle","Creek Chub",59,1.91,0.281033367,1.770852012,"7/15/2025","020502030104 Hammersley Fork"
"167","Hammersley.Kettle","Creek Chub",190,64.1,1.80685803,2.278753601,"7/11/2022","020502030104 Hammersley Fork"
"168","Hammersley.Kettle","Creek Chub",111,12.1,1.08278537,2.045322979,"7/11/2022","020502030104 Hammersley Fork"
"169","LittleLyman.CrossFork","Creek Chub",113,13.1,1.117271296,2.053078443,"7/17/2023","020502030103 Cross Fork"
"170","LittleLyman.CrossFork","Creek Chub",103,10.7,1.029383778,2.012837225,"7/17/2023","020502030103 Cross Fork"
"171","LR0-FM-M","Creek Chub",85,6.1,0.785329835,1.929418926,"6/11/2024","020502061204 Limestone Run"
"172","LR0-FM-M","Creek Chub",162,55.59,1.744996674,2.209515015,"6/11/2024","020502061204 Limestone Run"
"173","LR0-FM-M","Creek Chub",143,34.68,1.540079089,2.155336037,"6/11/2024","020502061204 Limestone Run"
"174","LR0-FM-M","Creek Chub",116,18.07,1.256958153,2.064457989,"6/11/2024","020502061204 Limestone Run"
"175","LR0-FM-M","Creek Chub",89,7.83,0.893761762,1.949390007,"6/11/2024","020502061204 Limestone Run"
"176","LR0-FM-M","Creek Chub",132,27.55,1.440121603,2.120573931,"6/11/2024","020502061204 Limestone Run"
"177","LR0-FM-M","Creek Chub",116,17.77,1.249687428,2.064457989,"6/11/2024","020502061204 Limestone Run"
"178","LR0-FM-M","Creek Chub",125,21.27,1.32776749,2.096910013,"6/11/2024","020502061204 Limestone Run"
"179","LR0-FM-M","Creek Chub",144,35.23,1.546912643,2.158362492,"6/11/2024","020502061204 Limestone Run"
"180","LR0-FM-M","Creek Chub",110,13.13,1.118264726,2.041392685,"6/11/2024","020502061204 Limestone Run"
"181","LR0-FM-M","Creek Chub",81,5.89,0.770115295,1.908485019,"6/11/2024","020502061204 Limestone Run"
"182","LR0-FM-M","Creek Chub",50,1.23,0.089905111,1.698970004,"6/11/2024","020502061204 Limestone Run"
"183","LR0-FM-M","Creek Chub",60,2.19,0.340444115,1.77815125,"6/11/2024","020502061204 Limestone Run"
"184","LR0-FM-M","Creek Chub",121,19.99,1.300812794,2.08278537,"6/11/2024","020502061204 Limestone Run"
"185","LR0-FM-M","Creek Chub",89,7.2,0.857332496,1.949390007,"6/11/2024","020502061204 Limestone Run"
"186","LR0-FM-M","Creek Chub",124,18.06,1.256717746,2.093421685,"6/11/2024","020502061204 Limestone Run"
"187","LR0-FM-M","Creek Chub",62,2.34,0.369215857,1.792391689,"6/11/2024","020502061204 Limestone Run"
"188","LR0-FM-M","Creek Chub",161,60.15,1.779235632,2.206825876,"6/11/2024","020502061204 Limestone Run"
"189","LR0-FM-M","Creek Chub",110,16.64,1.221153322,2.041392685,"6/11/2024","020502061204 Limestone Run"
"190","LR0-FM-M","Creek Chub",104,11.9,1.075546961,2.017033339,"6/11/2024","020502061204 Limestone Run"
"191","LR0-FM-M","Creek Chub",59,2.18,0.338456494,1.770852012,"6/11/2024","020502061204 Limestone Run"
"192","LR0-FM-M","Creek Chub",107,11.14,1.046885191,2.029383778,"6/11/2024","020502061204 Limestone Run"
"193","LR0-FM-M","Creek Chub",154,47.92,1.680516809,2.187520721,"6/11/2024","020502061204 Limestone Run"
"194","LR0-FM-M","Creek Chub",94,9.54,0.979548375,1.973127854,"6/11/2024","020502061204 Limestone Run"
"195","LR0-FM-M","Creek Chub",164,50.89,1.706632451,2.214843848,"6/11/2024","020502061204 Limestone Run"
"196","LR0-FM-M","Creek Chub",130,25.78,1.411282913,2.113943352,"6/11/2024","020502061204 Limestone Run"
"197","LR0-FM-M","Creek Chub",114,16.48,1.216957207,2.056904851,"6/11/2024","020502061204 Limestone Run"
"198","LR0-FM-M","Creek Chub",76,4.38,0.641474111,1.880813592,"6/11/2024","020502061204 Limestone Run"
"199","LR0-FM-M","Creek Chub",92,9.01,0.954724791,1.963787827,"6/11/2024","020502061204 Limestone Run"
"200","LR0-FM-M","Creek Chub",160,53.03,1.724521627,2.204119983,"6/11/2024","020502061204 Limestone Run"
"201","LR0-PF","Creek Chub",49,1.32,0.120573931,1.69019608,"6/17/2024","020502061204 Limestone Run"
"202","LR0-PF","Creek Chub",106,17.69,1.247727833,2.025305865,"6/17/2024","020502061204 Limestone Run"
"203","LR0-PF","Creek Chub",196,86.29,1.935960469,2.292256071,"6/17/2024","020502061204 Limestone Run"
"204","LR0-PF","Creek Chub",105,16.71,1.22297645,2.021189299,"6/17/2024","020502061204 Limestone Run"
"205","LR0-PF","Creek Chub",92,5.47,0.737987326,1.963787827,"6/17/2024","020502061204 Limestone Run"
"206","LR0-PF","Creek Chub",85,6.22,0.793790385,1.929418926,"6/17/2024","020502061204 Limestone Run"
"207","LR0-PF","Creek Chub",100,9.66,0.984977126,2,"6/17/2024","020502061204 Limestone Run"
"208","LR0-PF","Creek Chub",75,4.24,0.627365857,1.875061263,"6/17/2024","020502061204 Limestone Run"
"209","LR0-PF","Creek Chub",159,53.7,1.729974286,2.201397124,"6/17/2024","020502061204 Limestone Run"
"210","LR0-PF","Creek Chub",123,19.29,1.285332228,2.089905111,"6/17/2024","020502061204 Limestone Run"
"211","LR0-PF","Creek Chub",71,3.88,0.588831726,1.851258349,"6/17/2024","020502061204 Limestone Run"
"212","LR0-PF","Creek Chub",82,7.32,0.864511081,1.913813852,"6/17/2024","020502061204 Limestone Run"
"213","LR0-PF","Creek Chub",73,5.34,0.727541257,1.86332286,"6/17/2024","020502061204 Limestone Run"
"214","LR0-PF","Creek Chub",94,8.51,0.92992956,1.973127854,"6/17/2024","020502061204 Limestone Run"
"215","LR0-PF","Creek Chub",107,9.42,0.974050903,2.029383778,"6/17/2024","020502061204 Limestone Run"
"216","LR0-PF","Creek Chub",124,24.63,1.391464412,2.093421685,"6/17/2024","020502061204 Limestone Run"
"217","LR0-PF","Creek Chub",91,8,0.903089987,1.959041392,"6/17/2024","020502061204 Limestone Run"
"218","LR0-PF","Creek Chub",165,52.44,1.719662683,2.217483944,"6/17/2024","020502061204 Limestone Run"
"219","LR0-PF","Creek Chub",131,23.63,1.373463722,2.117271296,"6/17/2024","020502061204 Limestone Run"
"220","LR0-PF","Creek Chub",133,25.55,1.407390904,2.123851641,"6/17/2024","020502061204 Limestone Run"
"221","LR0-PF","Creek Chub",107,16.27,1.211387553,2.029383778,"6/17/2024","020502061204 Limestone Run"
"222","LR0-PF","Creek Chub",120,19.32,1.286007122,2.079181246,"6/17/2024","020502061204 Limestone Run"
"223","LR0-PF","Creek Chub",122,22.23,1.346939463,2.086359831,"6/17/2024","020502061204 Limestone Run"
"224","LR0-PF","Creek Chub",91,9.44,0.974971994,1.959041392,"6/17/2024","020502061204 Limestone Run"
"225","LR0-PF","Creek Chub",104,9.47,0.976349979,2.017033339,"6/17/2024","020502061204 Limestone Run"
"226","LR0-PF","Creek Chub",105,9.68,0.985875357,2.021189299,"6/17/2024","020502061204 Limestone Run"
"227","LR0-PF","Creek Chub",171,57.94,1.762978491,2.23299611,"6/17/2024","020502061204 Limestone Run"
"228","LR0-PF","Creek Chub",72,3.93,0.59439255,1.857332496,"6/17/2024","020502061204 Limestone Run"
"229","LR0-PF","Creek Chub",97,9.13,0.960470778,1.986771734,"6/17/2024","020502061204 Limestone Run"
"230","LR0-PF","Creek Chub",101,10.09,1.003891166,2.004321374,"6/17/2024","020502061204 Limestone Run"
"231","LR0-SM","Creek Chub",105,11.7,1.068185862,2.021189299,"6/11/2024","020502061204 Limestone Run"
"232","LR0-SM","Creek Chub",85,6.71,0.82672252,1.929418926,"6/11/2024","020502061204 Limestone Run"
"233","LR0-SM","Creek Chub",97,9.64,0.984077034,1.986771734,"6/11/2024","020502061204 Limestone Run"
"234","LR0-SM","Creek Chub",44,0.93,-0.031517051,1.643452676,"6/11/2024","020502061204 Limestone Run"
"235","LR0-SM","Creek Chub",117,17.5,1.243038049,2.068185862,"6/11/2024","020502061204 Limestone Run"
"236","LR0-SM","Creek Chub",144,32.05,1.505828034,2.158362492,"6/11/2024","020502061204 Limestone Run"
"237","LR0-SM","Creek Chub",149,34.6,1.539076099,2.173186268,"6/11/2024","020502061204 Limestone Run"
"238","LR0-SM","Creek Chub",97,8.27,0.91750551,1.986771734,"6/11/2024","020502061204 Limestone Run"
"239","LR0-SM","Creek Chub",70,3.25,0.511883361,1.84509804,"6/11/2024","020502061204 Limestone Run"
