"","SiteCode","Species","Length_mm","Wt_g","logW","logL","Date","HUC12Watershed"
"143","Darling.Pine","Blacknose Dace",61,2.03,0.307496038,1.785329835,"7/8/2025","020502050601 Trout Run-Pine Creek"
"144","Darling.Pine","Blacknose Dace",65,2.92,0.465382851,1.812913357,"7/8/2025","020502050601 Trout Run-Pine Creek"
"145","Darling.Pine","Blacknose Dace",40,0.6,-0.22184875,1.602059991,"7/8/2025","020502050601 Trout Run-Pine Creek"
"146","EastWallis.Wallis","Blacknose Dace",58,1.5,0.176091259,1.763427994,"6/28/2023","020502060506 Wallis Run"
"147","EastWallis.Wallis","Blacknose Dace",65,2.6,0.414973348,1.812913357,"6/28/2023","020502060506 Wallis Run"
"148","EastWallis.Wallis","Blacknose Dace",52,1,0,1.716003344,"6/28/2023","020502060506 Wallis Run"
"149","EastWallis.Wallis","Blacknose Dace",75,3.1,0.491361694,1.875061263,"6/28/2023","020502060506 Wallis Run"
"150","EastWallis.Wallis","Blacknose Dace",68,3,0.477121255,1.832508913,"6/28/2023","020502060506 Wallis Run"
"151","EastWallis.Wallis","Blacknose Dace",42,0.6,-0.22184875,1.62324929,"6/28/2023","020502060506 Wallis Run"
"152","EastWallis.Wallis","Blacknose Dace",61,2.2,0.342422681,1.785329835,"6/28/2023","020502060506 Wallis Run"
"153","EastWallis.Wallis","Blacknose Dace",59,1.8,0.255272505,1.770852012,"6/28/2023","020502060506 Wallis Run"
"154","EastWallis.Wallis","Blacknose Dace",52,1.1,0.041392685,1.716003344,"6/28/2023","020502060506 Wallis Run"
"155","EastWallis.Wallis","Blacknose Dace",64,2.4,0.380211242,1.806179974,"6/28/2023","020502060506 Wallis Run"
"156","EastWallis.Wallis","Blacknose Dace",54,1.1,0.041392685,1.73239376,"6/28/2023","020502060506 Wallis Run"
"157","EastWallis.Wallis","Blacknose Dace",57,1.6,0.204119983,1.755874856,"6/28/2023","020502060506 Wallis Run"
"158","EastWallis.Wallis","Blacknose Dace",62,2,0.301029996,1.792391689,"6/28/2023","020502060506 Wallis Run"
"159","EastWallis.Wallis","Blacknose Dace",52,1,0,1.716003344,"6/28/2023","020502060506 Wallis Run"
"160","EastWallis.Wallis","Blacknose Dace",72,3.3,0.51851394,1.857332496,"6/28/2023","020502060506 Wallis Run"
"161","EastWallis.Wallis","Blacknose Dace",72,3.2,0.505149978,1.857332496,"6/28/2023","020502060506 Wallis Run"
"162","EastWallis.Wallis","Blacknose Dace",66,2.2,0.342422681,1.819543936,"6/28/2023","020502060506 Wallis Run"
"163","EastWallis.Wallis","Blacknose Dace",71,3.3,0.51851394,1.851258349,"6/28/2023","020502060506 Wallis Run"
"164","EC0-ML","Blacknose Dace",62,2.2,0.342422681,1.792391689,"6/6/2022","020503010201 Elk Creek"
"165","EC0-ML","Blacknose Dace",40,0.5,-0.301029996,1.602059991,"6/6/2022","020503010201 Elk Creek"
"166","EC0-ML","Blacknose Dace",41,0.5,-0.301029996,1.612783857,"6/6/2022","020503010201 Elk Creek"
"167","EC0-ML","Blacknose Dace",42,0.7,-0.15490196,1.62324929,"6/6/2022","020503010201 Elk Creek"
"168","EC0-ML","Blacknose Dace",66,3.5,0.544068044,1.819543936,"6/6/2022","020503010201 Elk Creek"
"169","EC0-ML","Blacknose Dace",43,0.9,-0.045757491,1.633468456,"6/6/2022","020503010201 Elk Creek"
"170","EC0-ML","Blacknose Dace",41,0.8,-0.096910013,1.612783857,"6/6/2022","020503010201 Elk Creek"
"171","EC0-ML","Blacknose Dace",33,0.2,-0.698970004,1.51851394,"6/6/2022","020503010201 Elk Creek"
"172","EC0-ML","Blacknose Dace",53,1.5,0.176091259,1.72427587,"6/6/2022","020503010201 Elk Creek"
"173","EC0-ML","Blacknose Dace",40,0.3,-0.522878745,1.602059991,"6/6/2022","020503010201 Elk Creek"
"174","EC0-ML","Blacknose Dace",42,0.7,-0.15490196,1.62324929,"6/6/2022","020503010201 Elk Creek"
"175","EC0-ML","Blacknose Dace",45,1,0,1.653212514,"6/6/2022","020503010201 Elk Creek"
"176","EC0-ML","Blacknose Dace",51,1.2,0.079181246,1.707570176,"6/6/2022","020503010201 Elk Creek"
"177","EC0-ML","Blacknose Dace",41,0.4,-0.397940009,1.612783857,"6/6/2022","020503010201 Elk Creek"
"178","EC0-ML","Blacknose Dace",66,3.1,0.491361694,1.819543936,"6/6/2022","020503010201 Elk Creek"
"179","EC0-ML","Blacknose Dace",37,0.5,-0.301029996,1.568201724,"6/6/2022","020503010201 Elk Creek"
"180","EC0-ML","Blacknose Dace",60,2.4,0.380211242,1.77815125,"6/6/2022","020503010201 Elk Creek"
"181","EC0-ML","Blacknose Dace",40,0.5,-0.301029996,1.602059991,"6/6/2022","020503010201 Elk Creek"
"182","EC0-ML","Blacknose Dace",47,0.3,-0.522878745,1.672097858,"6/6/2022","020503010201 Elk Creek"
"183","EC0-ML","Blacknose Dace",33,0.5,-0.301029996,1.51851394,"6/6/2022","020503010201 Elk Creek"
"184","EC0-ML","Blacknose Dace",36,0.5,-0.301029996,1.556302501,"6/6/2022","020503010201 Elk Creek"
"185","EC0-ML","Blacknose Dace",63,1.9,0.278753601,1.799340549,"6/6/2022","020503010201 Elk Creek"
"186","EC0-ML","Blacknose Dace",47,1.1,0.041392685,1.672097858,"6/6/2022","020503010201 Elk Creek"
"187","EC0-ML","Blacknose Dace",41,0.5,-0.301029996,1.612783857,"6/6/2022","020503010201 Elk Creek"
"188","EC0-ML","Blacknose Dace",42,0.6,-0.22184875,1.62324929,"6/6/2022","020503010201 Elk Creek"
"189","EC0-ML","Blacknose Dace",37,0.5,-0.301029996,1.568201724,"6/6/2022","020503010201 Elk Creek"
"190","EC0-ML","Blacknose Dace",52,1.6,0.204119983,1.716003344,"6/6/2022","020503010201 Elk Creek"
"191","EC0-ML","Blacknose Dace",74,3.7,0.568201724,1.86923172,"6/6/2022","020503010201 Elk Creek"
"192","EC0-ML","Blacknose Dace",42,0.6,-0.22184875,1.62324929,"6/6/2022","020503010201 Elk Creek"
"193","EC0-NF","Blacknose Dace",51,1.1,0.041392685,1.707570176,"6/9/2022","020503010201 Elk Creek"
"194","EC0-NF","Blacknose Dace",41,0.6,-0.22184875,1.612783857,"6/9/2022","020503010201 Elk Creek"
"195","EC0-NF","Blacknose Dace",50,1.7,0.230448921,1.698970004,"6/9/2022","020503010201 Elk Creek"
"196","EC0-NF","Blacknose Dace",43,0.7,-0.15490196,1.633468456,"6/9/2022","020503010201 Elk Creek"
"197","EC0-NF","Blacknose Dace",46,0.9,-0.045757491,1.662757832,"6/9/2022","020503010201 Elk Creek"
"198","EC0-NF","Blacknose Dace",46,0.7,-0.15490196,1.662757832,"6/9/2022","020503010201 Elk Creek"
"199","EC0-NF","Blacknose Dace",43,0.8,-0.096910013,1.633468456,"6/9/2022","020503010201 Elk Creek"
"200","EC0-NF","Blacknose Dace",40,0.5,-0.301029996,1.602059991,"6/9/2022","020503010201 Elk Creek"
"201","EC0-NF","Blacknose Dace",87,1.9,0.278753601,1.939519253,"6/9/2022","020503010201 Elk Creek"
"202","EC0-NF","Blacknose Dace",53,2,0.301029996,1.72427587,"6/9/2022","020503010201 Elk Creek"
"203","EC0-NF","Blacknose Dace",41,0.6,-0.22184875,1.612783857,"6/9/2022","020503010201 Elk Creek"
"204","EC0-NF","Blacknose Dace",70,3.2,0.505149978,1.84509804,"6/9/2022","020503010201 Elk Creek"
"205","EC0-NF","Blacknose Dace",44,0.7,-0.15490196,1.643452676,"6/9/2022","020503010201 Elk Creek"
"206","EC0-NF","Blacknose Dace",55,1.3,0.113943352,1.740362689,"6/9/2022","020503010201 Elk Creek"
"207","EC0-NF","Blacknose Dace",69,3.6,0.556302501,1.838849091,"6/9/2022","020503010201 Elk Creek"
"208","EC0-NF","Blacknose Dace",49,1.3,0.113943352,1.69019608,"6/9/2022","020503010201 Elk Creek"
"209","EC0-NF","Blacknose Dace",69,3.5,0.544068044,1.838849091,"6/9/2022","020503010201 Elk Creek"
"210","EC0-NF","Blacknose Dace",45,1,0,1.653212514,"6/9/2022","020503010201 Elk Creek"
"211","EC0-NF","Blacknose Dace",65,3.2,0.505149978,1.812913357,"6/9/2022","020503010201 Elk Creek"
"212","EC0-NF","Blacknose Dace",54,1.6,0.204119983,1.73239376,"6/9/2022","020503010201 Elk Creek"
"213","EC0-NF","Blacknose Dace",36,0.5,-0.301029996,1.556302501,"6/9/2022","020503010201 Elk Creek"
"214","EC0-NF","Blacknose Dace",41,0.9,-0.045757491,1.612783857,"6/9/2022","020503010201 Elk Creek"
"215","EC0-NF","Blacknose Dace",43,0.8,-0.096910013,1.633468456,"6/9/2022","020503010201 Elk Creek"
"216","EC0-NF","Blacknose Dace",43,0.6,-0.22184875,1.633468456,"6/9/2022","020503010201 Elk Creek"
"217","EC0-NF","Blacknose Dace",78,5.3,0.72427587,1.892094603,"6/9/2022","020503010201 Elk Creek"
"218","EC0-NF","Blacknose Dace",45,0.9,-0.045757491,1.653212514,"6/9/2022","020503010201 Elk Creek"
"219","EC0-NF","Blacknose Dace",49,1.1,0.041392685,1.69019608,"6/9/2022","020503010201 Elk Creek"
"220","EC0-NF","Blacknose Dace",62,2.7,0.431363764,1.792391689,"6/9/2022","020503010201 Elk Creek"
"221","EC0-NF","Blacknose Dace",45,0.7,-0.15490196,1.653212514,"6/9/2022","020503010201 Elk Creek"
"222","EC0-PH","Blacknose Dace",67,3.1,0.491361694,1.826074803,"6/6/2022","020503010201 Elk Creek"
"223","EC0-PH","Blacknose Dace",44,0.7,-0.15490196,1.643452676,"6/6/2022","020503010201 Elk Creek"
"224","EC0-PH","Blacknose Dace",77,4.6,0.662757832,1.886490725,"6/6/2022","020503010201 Elk Creek"
"225","EC0-PH","Blacknose Dace",55,1.6,0.204119983,1.740362689,"6/6/2022","020503010201 Elk Creek"
"226","EC0-PH","Blacknose Dace",62,2.8,0.447158031,1.792391689,"6/6/2022","020503010201 Elk Creek"
"227","EC0-PH","Blacknose Dace",55,1.6,0.204119983,1.740362689,"6/6/2022","020503010201 Elk Creek"
