"","SiteCode","Species","Length_mm","Wt_g","logW","logL","Date","HUC12Watershed"
"66","CR0-SY","Longnose Dace",66,3.1,0.491361694,1.819543936,"6/5/2023","020502061005 Buffalo Creek"
"67","Darling.Pine","Longnose Dace",71,3,0.477121255,1.851258349,"7/18/2022","020502050601 Trout Run-Pine Creek"
"68","Darling.Pine","Longnose Dace",93,6.9,0.838849091,1.968482949,"7/18/2022","020502050601 Trout Run-Pine Creek"
"69","Darling.Pine","Longnose Dace",82,5.5,0.740362689,1.913813852,"7/18/2022","020502050601 Trout Run-Pine Creek"
"70","Darling.Pine","Longnose Dace",40,0.5,-0.301029996,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"71","Darling.Pine","Longnose Dace",34,0.3,-0.522878745,1.531478917,"7/18/2022","020502050601 Trout Run-Pine Creek"
"72","Darling.Pine","Longnose Dace",42,0.6,-0.22184875,1.62324929,"7/18/2022","020502050601 Trout Run-Pine Creek"
"73","Darling.Pine","Longnose Dace",41,0.5,-0.301029996,1.612783857,"7/18/2022","020502050601 Trout Run-Pine Creek"
"74","Darling.Pine","Longnose Dace",80,3.84,0.584331224,1.903089987,"7/8/2025","020502050601 Trout Run-Pine Creek"
"75","Darling.Pine","Longnose Dace",76,3.48,0.541579244,1.880813592,"7/8/2025","020502050601 Trout Run-Pine Creek"
"76","Darling.Pine","Longnose Dace",77,4.05,0.607455023,1.886490725,"7/8/2025","020502050601 Trout Run-Pine Creek"
"77","Darling.Pine","Longnose Dace",101,9.04,0.95616843,2.004321374,"7/8/2025","020502050601 Trout Run-Pine Creek"
"78","Darling.Pine","Longnose Dace",40,0.4,-0.397940009,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"79","Darling.Pine","Longnose Dace",76,3.8,0.579783597,1.880813592,"7/8/2025","020502050601 Trout Run-Pine Creek"
"80","Darling.Pine","Longnose Dace",39,0.3,-0.522878745,1.591064607,"7/18/2022","020502050601 Trout Run-Pine Creek"
"81","Darling.Pine","Longnose Dace",37,0.4,-0.397940009,1.568201724,"7/18/2022","020502050601 Trout Run-Pine Creek"
"82","Darling.Pine","Longnose Dace",40,0.5,-0.301029996,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"83","Darling.Pine","Longnose Dace",112,11.77,1.070776463,2.049218023,"7/8/2025","020502050601 Trout Run-Pine Creek"
"84","Darling.Pine","Longnose Dace",106,10.49,1.020775488,2.025305865,"7/8/2025","020502050601 Trout Run-Pine Creek"
"85","Darling.Pine","Longnose Dace",71,3.16,0.499687083,1.851258349,"7/8/2025","020502050601 Trout Run-Pine Creek"
"86","Darling.Pine","Longnose Dace",39,0.4,-0.397940009,1.591064607,"7/18/2022","020502050601 Trout Run-Pine Creek"
"87","Darling.Pine","Longnose Dace",39,0.4,-0.397940009,1.591064607,"7/18/2022","020502050601 Trout Run-Pine Creek"
"88","Darling.Pine","Longnose Dace",34,0.3,-0.522878745,1.531478917,"7/18/2022","020502050601 Trout Run-Pine Creek"
"89","Darling.Pine","Longnose Dace",38,0.4,-0.397940009,1.579783597,"7/18/2022","020502050601 Trout Run-Pine Creek"
"90","Darling.Pine","Longnose Dace",40,0.5,-0.301029996,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"91","Darling.Pine","Longnose Dace",40,0.4,-0.397940009,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"92","Darling.Pine","Longnose Dace",71,3,0.477121255,1.851258349,"7/18/2022","020502050601 Trout Run-Pine Creek"
"93","Darling.Pine","Longnose Dace",57,1.5,0.176091259,1.755874856,"7/18/2022","020502050601 Trout Run-Pine Creek"
"94","Darling.Pine","Longnose Dace",94,8,0.903089987,1.973127854,"7/18/2022","020502050601 Trout Run-Pine Creek"
"95","Darling.Pine","Longnose Dace",74,3.7,0.568201724,1.86923172,"7/18/2022","020502050601 Trout Run-Pine Creek"
"96","Darling.Pine","Longnose Dace",90,5.9,0.770852012,1.954242509,"7/18/2022","020502050601 Trout Run-Pine Creek"
"97","Darling.Pine","Longnose Dace",38,0.4,-0.397940009,1.579783597,"7/18/2022","020502050601 Trout Run-Pine Creek"
"98","Darling.Pine","Longnose Dace",89,5.62,0.749736316,1.949390007,"7/8/2025","020502050601 Trout Run-Pine Creek"
"99","Darling.Pine","Longnose Dace",87,5.42,0.733999287,1.939519253,"7/8/2025","020502050601 Trout Run-Pine Creek"
"100","Darling.Pine","Longnose Dace",102,9.35,0.970811611,2.008600172,"7/8/2025","020502050601 Trout Run-Pine Creek"
"101","Darling.Pine","Longnose Dace",109,10.62,1.026124517,2.037426498,"7/8/2025","020502050601 Trout Run-Pine Creek"
"102","Darling.Pine","Longnose Dace",65,2.7,0.431363764,1.812913357,"7/8/2025","020502050601 Trout Run-Pine Creek"
"103","Darling.Pine","Longnose Dace",83,4.63,0.665580991,1.919078092,"7/8/2025","020502050601 Trout Run-Pine Creek"
"104","Darling.Pine","Longnose Dace",33,0.3,-0.522878745,1.51851394,"7/18/2022","020502050601 Trout Run-Pine Creek"
"105","Darling.Pine","Longnose Dace",42,0.7,-0.15490196,1.62324929,"7/18/2022","020502050601 Trout Run-Pine Creek"
"106","Darling.Pine","Longnose Dace",40,0.4,-0.397940009,1.602059991,"7/18/2022","020502050601 Trout Run-Pine Creek"
"107","Darling.Pine","Longnose Dace",93,9.1,0.959041392,1.968482949,"7/18/2022","020502050601 Trout Run-Pine Creek"
"108","Darling.Pine","Longnose Dace",38,0.4,-0.397940009,1.579783597,"7/18/2022","020502050601 Trout Run-Pine Creek"
"109","Darling.Pine","Longnose Dace",36,0.2,-0.698970004,1.556302501,"7/18/2022","020502050601 Trout Run-Pine Creek"
"110","Darling.Pine","Longnose Dace",71,3.23,0.509202522,1.851258349,"7/8/2025","020502050601 Trout Run-Pine Creek"
"111","Darling.Pine","Longnose Dace",79,4.04,0.606381365,1.897627091,"7/8/2025","020502050601 Trout Run-Pine Creek"
"112","Darling.Pine","Longnose Dace",70,3.03,0.481442629,1.84509804,"7/8/2025","020502050601 Trout Run-Pine Creek"
"113","Darling.Pine","Longnose Dace",73,3.12,0.494154594,1.86332286,"7/8/2025","020502050601 Trout Run-Pine Creek"
"114","Darling.Pine","Longnose Dace",107,10.93,1.038620162,2.029383778,"7/8/2025","020502050601 Trout Run-Pine Creek"
"115","Darling.Pine","Longnose Dace",102,9.67,0.985426474,2.008600172,"7/8/2025","020502050601 Trout Run-Pine Creek"
"116","Darling.Pine","Longnose Dace",125,15.48,1.189770956,2.096910013,"7/8/2025","020502050601 Trout Run-Pine Creek"
"117","Darling.Pine","Longnose Dace",71,2.9,0.462397998,1.851258349,"7/8/2025","020502050601 Trout Run-Pine Creek"
"118","Darling.Pine","Longnose Dace",106,10.92,1.038222638,2.025305865,"7/8/2025","020502050601 Trout Run-Pine Creek"
"119","Darling.Pine","Longnose Dace",77,3.77,0.57634135,1.886490725,"7/8/2025","020502050601 Trout Run-Pine Creek"
"120","Darling.Pine","Longnose Dace",81,4.93,0.692846919,1.908485019,"7/8/2025","020502050601 Trout Run-Pine Creek"
"121","Darling.Pine","Longnose Dace",67,2.66,0.424881637,1.826074803,"7/8/2025","020502050601 Trout Run-Pine Creek"
"122","Darling.Pine","Longnose Dace",87,5.89,0.770115295,1.939519253,"7/8/2025","020502050601 Trout Run-Pine Creek"
"123","Darling.Pine","Longnose Dace",93,7.33,0.865103975,1.968482949,"7/8/2025","020502050601 Trout Run-Pine Creek"
"124","Darling.Pine","Longnose Dace",112,13.1,1.117271296,2.049218023,"7/8/2025","020502050601 Trout Run-Pine Creek"
"125","Darling.Pine","Longnose Dace",86,6.23,0.794488047,1.934498451,"7/8/2025","020502050601 Trout Run-Pine Creek"
"126","EastWallis.Wallis","Longnose Dace",87,5.6,0.748188027,1.939519253,"6/28/2023","020502060506 Wallis Run"
"127","EastWallis.Wallis","Longnose Dace",97,7.4,0.86923172,1.986771734,"6/28/2023","020502060506 Wallis Run"
"128","EastWallis.Wallis","Longnose Dace",115,11.6,1.064457989,2.06069784,"6/28/2023","020502060506 Wallis Run"
"129","EastWallis.Wallis","Longnose Dace",81,4.1,0.612783857,1.908485019,"6/28/2023","020502060506 Wallis Run"
"130","EC0-ML","Longnose Dace",72,4.1,0.612783857,1.857332496,"6/6/2022","020503010201 Elk Creek"
"131","EC0-ML","Longnose Dace",71,3.5,0.544068044,1.851258349,"6/6/2022","020503010201 Elk Creek"
"132","EC0-ML","Longnose Dace",80,5.2,0.716003344,1.903089987,"6/6/2022","020503010201 Elk Creek"
"133","EC0-ML","Longnose Dace",57,1.7,0.230448921,1.755874856,"6/6/2022","020503010201 Elk Creek"
"134","EC0-ML","Longnose Dace",77,4.9,0.69019608,1.886490725,"6/6/2022","020503010201 Elk Creek"
"135","EC0-ML","Longnose Dace",62,2.1,0.322219295,1.792391689,"6/6/2022","020503010201 Elk Creek"
"136","EC0-ML","Longnose Dace",65,3.2,0.505149978,1.812913357,"6/6/2022","020503010201 Elk Creek"
"137","EC0-ML","Longnose Dace",67,2.8,0.447158031,1.826074803,"6/6/2022","020503010201 Elk Creek"
"138","EC0-ML","Longnose Dace",50,1.1,0.041392685,1.698970004,"6/6/2022","020503010201 Elk Creek"
"139","EC0-ML","Longnose Dace",59,1.9,0.278753601,1.770852012,"6/6/2022","020503010201 Elk Creek"
"140","EC0-ML","Longnose Dace",67,2.7,0.431363764,1.826074803,"6/6/2022","020503010201 Elk Creek"
"141","EC0-ML","Longnose Dace",77,5.2,0.716003344,1.886490725,"6/6/2022","020503010201 Elk Creek"
"142","EC0-ML","Longnose Dace",46,1,0,1.662757832,"6/6/2022","020503010201 Elk Creek"
"143","EC0-ML","Longnose Dace",63,2.5,0.397940009,1.799340549,"6/6/2022","020503010201 Elk Creek"
"144","EC0-ML","Longnose Dace",66,1.8,0.255272505,1.819543936,"6/6/2022","020503010201 Elk Creek"
"145","EC0-ML","Longnose Dace",67,3.1,0.491361694,1.826074803,"6/6/2022","020503010201 Elk Creek"
"146","EC0-ML","Longnose Dace",70,3.2,0.505149978,1.84509804,"6/6/2022","020503010201 Elk Creek"
"147","EC0-ML","Longnose Dace",56,1.6,0.204119983,1.748188027,"6/6/2022","020503010201 Elk Creek"
"148","EC0-ML","Longnose Dace",86,7,0.84509804,1.934498451,"6/6/2022","020503010201 Elk Creek"
"149","EC0-ML","Longnose Dace",75,4.1,0.612783857,1.875061263,"6/6/2022","020503010201 Elk Creek"
"150","EC0-ML","Longnose Dace",53,1.2,0.079181246,1.72427587,"6/6/2022","020503010201 Elk Creek"
"151","EC0-ML","Longnose Dace",73,3.8,0.579783597,1.86332286,"6/6/2022","020503010201 Elk Creek"
"152","EC0-ML","Longnose Dace",74,4.4,0.643452676,1.86923172,"6/6/2022","020503010201 Elk Creek"
"153","EC0-ML","Longnose Dace",77,4.7,0.672097858,1.886490725,"6/6/2022","020503010201 Elk Creek"
"154","EC0-ML","Longnose Dace",79,5.2,0.716003344,1.897627091,"6/6/2022","020503010201 Elk Creek"
"155","EC0-ML","Longnose Dace",87,7.7,0.886490725,1.939519253,"6/6/2022","020503010201 Elk Creek"
"156","EC0-ML","Longnose Dace",79,4.4,0.643452676,1.897627091,"6/6/2022","020503010201 Elk Creek"
"157","EC0-ML","Longnose Dace",75,4.2,0.62324929,1.875061263,"6/6/2022","020503010201 Elk Creek"
"158","EC0-ML","Longnose Dace",66,2.5,0.397940009,1.819543936,"6/6/2022","020503010201 Elk Creek"
"159","EC0-ML","Longnose Dace",50,1,0,1.698970004,"6/6/2022","020503010201 Elk Creek"
"160","EC0-NF","Longnose Dace",73,3.6,0.556302501,1.86332286,"6/9/2022","020503010201 Elk Creek"
"161","EC0-NF","Longnose Dace",79,4.2,0.62324929,1.897627091,"6/9/2022","020503010201 Elk Creek"
"162","EC0-NF","Longnose Dace",81,5.4,0.73239376,1.908485019,"6/9/2022","020503010201 Elk Creek"
"163","EC0-NF","Longnose Dace",53,1.4,0.146128036,1.72427587,"6/9/2022","020503010201 Elk Creek"
"164","EC0-NF","Longnose Dace",80,4.8,0.681241237,1.903089987,"6/9/2022","020503010201 Elk Creek"
"165","EC0-NF","Longnose Dace",66,2.7,0.431363764,1.819543936,"6/9/2022","020503010201 Elk Creek"
"166","EC0-NF","Longnose Dace",62,2.7,0.431363764,1.792391689,"6/9/2022","020503010201 Elk Creek"
"167","EC0-NF","Longnose Dace",76,4.1,0.612783857,1.880813592,"6/9/2022","020503010201 Elk Creek"
"168","EC0-NF","Longnose Dace",59,1.8,0.255272505,1.770852012,"6/9/2022","020503010201 Elk Creek"
"169","EC0-NF","Longnose Dace",87,9,0.954242509,1.939519253,"6/9/2022","020503010201 Elk Creek"
"170","EC0-NF","Longnose Dace",68,3.2,0.505149978,1.832508913,"6/9/2022","020503010201 Elk Creek"
"171","EC0-NF","Longnose Dace",75,4.3,0.633468456,1.875061263,"6/9/2022","020503010201 Elk Creek"
"172","EC0-NF","Longnose Dace",53,1.3,0.113943352,1.72427587,"6/9/2022","020503010201 Elk Creek"
"173","EC0-NF","Longnose Dace",61,2,0.301029996,1.785329835,"6/9/2022","020503010201 Elk Creek"
"174","EC0-NF","Longnose Dace",54,1.4,0.146128036,1.73239376,"6/9/2022","020503010201 Elk Creek"
"175","EC0-NF","Longnose Dace",101,10.2,1.008600172,2.004321374,"6/9/2022","020503010201 Elk Creek"
"176","EC0-NF","Longnose Dace",56,1.5,0.176091259,1.748188027,"6/9/2022","020503010201 Elk Creek"
"177","EC0-NF","Longnose Dace",50,1.5,0.176091259,1.698970004,"6/9/2022","020503010201 Elk Creek"
"178","EC0-NF","Longnose Dace",71,3.1,0.491361694,1.851258349,"6/9/2022","020503010201 Elk Creek"
"179","EC0-NF","Longnose Dace",74,3.4,0.531478917,1.86923172,"6/9/2022","020503010201 Elk Creek"
"180","EC0-PH","Longnose Dace",71,3.5,0.544068044,1.851258349,"6/6/2022","020503010201 Elk Creek"
"181","EC0-PH","Longnose Dace",52,1.2,0.079181246,1.716003344,"6/6/2022","020503010201 Elk Creek"
"182","EC0-PH","Longnose Dace",65,3,0.477121255,1.812913357,"6/6/2022","020503010201 Elk Creek"
"183","EC0-PH","Longnose Dace",81,7.5,0.875061263,1.908485019,"6/6/2022","020503010201 Elk Creek"
"184","EC0-PH","Longnose Dace",71,3.5,0.544068044,1.851258349,"6/6/2022","020503010201 Elk Creek"
"185","EC0-PH","Longnose Dace",79,2.8,0.447158031,1.897627091,"6/6/2022","020503010201 Elk Creek"
"186","EC0-PH","Longnose Dace",54,1.3,0.113943352,1.73239376,"6/6/2022","020503010201 Elk Creek"
"187","EC0-PH","Longnose Dace",64,2.2,0.342422681,1.806179974,"6/6/2022","020503010201 Elk Creek"
"188","EC0-PH","Longnose Dace",76,3.1,0.491361694,1.880813592,"6/6/2022","020503010201 Elk Creek"
"189","EC0-PH","Longnose Dace",55,1.6,0.204119983,1.740362689,"6/6/2022","020503010201 Elk Creek"
"190","EC0-PH","Longnose Dace",73,3.8,0.579783597,1.86332286,"6/6/2022","020503010201 Elk Creek"
"191","EC0-PH","Longnose Dace",56,1,0,1.748188027,"6/6/2022","020503010201 Elk Creek"
"192","EC0-PH","Longnose Dace",49,1.1,0.041392685,1.69019608,"6/6/2022","020503010201 Elk Creek"
"193","EC0-PH","Longnose Dace",57,1.5,0.176091259,1.755874856,"6/6/2022","020503010201 Elk Creek"
"194","EC0-PH","Longnose Dace",84,6.22,0.793790385,1.924279286,"6/6/2022","020503010201 Elk Creek"
"195","EC0-PH","Longnose Dace",59,1.8,0.255272505,1.770852012,"6/6/2022","020503010201 Elk Creek"
"196","EC0-PH","Longnose Dace",57,1.6,0.204119983,1.755874856,"6/6/2022","020503010201 Elk Creek"
"197","EC0-PH","Longnose Dace",74,3.7,0.568201724,1.86923172,"6/6/2022","020503010201 Elk Creek"
"198","EC0-PH","Longnose Dace",67,2.9,0.462397998,1.826074803,"6/6/2022","020503010201 Elk Creek"
"199","EC0-PH","Longnose Dace",61,2,0.301029996,1.785329835,"6/6/2022","020503010201 Elk Creek"
"200","EC0-PH","Longnose Dace",67,2.8,0.447158031,1.826074803,"6/6/2022","020503010201 Elk Creek"
"201","EC0-SF","Longnose Dace",59,1.9,0.278753601,1.770852012,"6/7/2022","020503010201 Elk Creek"
"202","EC0-SF","Longnose Dace",83,5.6,0.748188027,1.919078092,"6/7/2022","020503010201 Elk Creek"
"203","EC0-SF","Longnose Dace",58,1.9,0.278753601,1.763427994,"6/7/2022","020503010201 Elk Creek"
"204","EC0-SF","Longnose Dace",59,1.7,0.230448921,1.770852012,"6/7/2022","020503010201 Elk Creek"
"205","EC0-SF","Longnose Dace",80,5.4,0.73239376,1.903089987,"6/7/2022","020503010201 Elk Creek"
"206","EC0-SF","Longnose Dace",55,1.5,0.176091259,1.740362689,"6/7/2022","020503010201 Elk Creek"
"207","EC0-SF","Longnose Dace",57,1,0,1.755874856,"6/7/2022","020503010201 Elk Creek"
"208","EC0-SF","Longnose Dace",60,2,0.301029996,1.77815125,"6/7/2022","020503010201 Elk Creek"
"209","EC0-SF","Longnose Dace",77,3.4,0.531478917,1.886490725,"6/7/2022","020503010201 Elk Creek"
"210","EC0-SF","Longnose Dace",70,3.3,0.51851394,1.84509804,"6/7/2022","020503010201 Elk Creek"
"211","Hammersley.Kettle","Longnose Dace",86,5.7,0.755874856,1.934498451,"7/15/2025","020502030104 Hammersley Fork"
"212","Hammersley.Kettle","Longnose Dace",90,5.99,0.777426822,1.954242509,"7/15/2025","020502030104 Hammersley Fork"
"213","Hammersley.Kettle","Longnose Dace",64,2.2,0.342422681,1.806179974,"7/11/2022","020502030104 Hammersley Fork"
"214","Hammersley.Kettle","Longnose Dace",65,2.3,0.361727836,1.812913357,"7/11/2022","020502030104 Hammersley Fork"
"215","Hammersley.Kettle","Longnose Dace",90,7.1,0.851258349,1.954242509,"7/11/2022","020502030104 Hammersley Fork"
"216","Hammersley.Kettle","Longnose Dace",100,9.9,0.995635195,2,"7/11/2022","020502030104 Hammersley Fork"
"217","Hammersley.Kettle","Longnose Dace",92,6.8,0.832508913,1.963787827,"7/15/2025","020502030104 Hammersley Fork"
"218","Hammersley.Kettle","Longnose Dace",68,2.71,0.432969291,1.832508913,"7/15/2025","020502030104 Hammersley Fork"
"219","Hammersley.Kettle","Longnose Dace",98,9.13,0.960470778,1.991226076,"7/15/2025","020502030104 Hammersley Fork"
"220","Hammersley.Kettle","Longnose Dace",84,5.55,0.744292983,1.924279286,"7/15/2025","020502030104 Hammersley Fork"
"221","Hammersley.Kettle","Longnose Dace",131,22.23,1.346939463,2.117271296,"7/15/2025","020502030104 Hammersley Fork"
"222","Hammersley.Kettle","Longnose Dace",77,4.11,0.613841822,1.886490725,"7/15/2025","020502030104 Hammersley Fork"
"223","Hammersley.Kettle","Longnose Dace",92,6.92,0.840106094,1.963787827,"7/15/2025","020502030104 Hammersley Fork"
"224","Hammersley.Kettle","Longnose Dace",79,4.44,0.64738297,1.897627091,"7/15/2025","020502030104 Hammersley Fork"
"225","Hammersley.Kettle","Longnose Dace",78,4.5,0.653212514,1.892094603,"7/15/2025","020502030104 Hammersley Fork"
"226","Hammersley.Kettle","Longnose Dace",87,6.29,0.798650645,1.939519253,"7/15/2025","020502030104 Hammersley Fork"
"227","Hammersley.Kettle","Longnose Dace",75,3.74,0.572871602,1.875061263,"7/15/2025","020502030104 Hammersley Fork"
"228","Hammersley.Kettle","Longnose Dace",99,8.68,0.938519725,1.995635195,"7/15/2025","020502030104 Hammersley Fork"
"229","Hammersley.Kettle","Longnose Dace",78,4.57,0.6599162,1.892094603,"7/15/2025","020502030104 Hammersley Fork"
"230","Hammersley.Kettle","Longnose Dace",71,3.06,0.485721426,1.851258349,"7/15/2025","020502030104 Hammersley Fork"
"231","Hammersley.Kettle","Longnose Dace",86,6.34,0.802089258,1.934498451,"7/15/2025","020502030104 Hammersley Fork"
"232","Hammersley.Kettle","Longnose Dace",106,11.6,1.064457989,2.025305865,"7/11/2022","020502030104 Hammersley Fork"
